employer_name,decision,expansion,confidence,verified,evidence,why
MCOL,uncertain,,low,,https://www.acronymfinder.com/MCOL.html (via search: no DC marketing org found),"Search returned no Washington DC marketing organization - MCOL resolves mainly to 'medium cost of living' and a healthcare e-learning publisher, neither corroborated by a MARKETING donor in DC with no hq."
MCS,uncertain,,low,,no corroborating HQ in the row,"EXECUTIVE DIRECTOR in Los Angeles CA with no resolved HQ; MCS matches Managed Care Systems, MCS Group, Mission Critical Solutions and many nonprofits, with no corroborating signal."
MCSO,uncertain,,low,,,"MEDICAL DOCTOR in Glencoe, IL with no HQ; MCSO overwhelmingly denotes county sheriff's offices, which contradicts the occupation, and no medical MCSO is corroborated."
MDA,uncertain,,low,,,"MEDICAL DOCTOR in Houston, TX could point to MD Anderson, but the AI-resolved HQ is Boulder, CO and MDA equally denotes the Muscular Dystrophy Association and others — no single candidate is corroborated."
METRO,uncertain,,low,,no corroborating source found,Generic word used by hundreds of businesses; SELF-EMPLOYED donor in Merion Station PA with no resolved HQ gives no corroboration for any specific organization.
MFLP,uncertain,,low,,,Pattern strongly suggests a private '[initial] Family Limited Partnership' for one Park City UT investments donor; no resolved HQ and no public organization to name.
MFM,uncertain,,low,,not searched (web search budget exhausted),"Single CONSULTANT donor in Scarsdale NY, no HQ; could be a maternal-fetal medicine practice or a small consultancy's initials."
MFP,uncertain,,low,,no corroborating source found,Three-letter initialism with many possible readings; MARKETING occupation in San Mateo CA and no resolved HQ provide no corroboration for a single org.
MHG,uncertain,,low,,none,"Harrison NY donor in BUSINESS SERVICES with a generic New York HQ; MHG matches many hotel, insurance and holding groups with no distinguishing signal."
MHPP,uncertain,,low,,,"RETIRED donor in Holland, MI with no HQ; no corroborated organization matches the initialism."
MHQ,uncertain,,low,,not searched (web search budget exhausted),FOUNDER AND CHAIR donor in Boston MA with no resolved HQ; no single organization identified.
MICH,uncertain,,low,,no corroborating search result obtained,"Chicago ATTORNEY; 'MICH' is likely a truncation (of a firm name, or of Michigan) rather than a resolvable acronym, and nothing corroborates a single organization."
MICRO,uncertain,,low,,no corroborated match,"ATTORNEY in Highland Park, NJ against the bare word MICRO with no resolved_hq — likely a truncated entry rather than a resolvable organization."
MIL,uncertain,,low,,none,"Greenwood Village CO developer, no HQ; could be The MIL Corporation (Bowie MD) or military shorthand - context does not corroborate either."
MILV,uncertain,,low,,none,"Allentown PA physician, no HQ resolved; MILV matches no identifiable medical organization."
MJJ,uncertain,,low,,no corroborated match,"The occupation field literally repeats ""MJJ"" alongside REAL ESTATE in Warwick, NY, giving no independent signal and no resolved_hq."
MJW,uncertain,,low,,none,"RETIRED donor in Palmyra VA, no HQ resolved; three initials with no corroborating context."
MLCO,uncertain,,low,,no corroborating search result obtained,"Chicago business owner/sales; MLCO reads as an initials-plus-Co family company (also the ticker for Melco Resorts, which does not fit Chicago sales). No corroboration."
MLEDLINE,uncertain,,low,,none,"Evanston IL product manager; looks like a mangled 'MEDLINE' (Medline Industries is nearby in Northfield IL) but the string as written matches no organization, so expansion would be a guess."
MLP,uncertain,,low,,no corroborated match,"LAWYER in Rye Brook, NY with no resolved_hq; MLP reads as either a three-partner firm's initials or master limited partnership, with nothing to decide between them."
MLRDELLC,uncertain,,low,,,A run-together personal LLC string (apparently 'MLRDE LLC') tied to one INVESTOR/RETIRED donor in Buffalo Grove IL with no resolved_hq; no public expansion is findable and no search result corroborates any candidate.
MNG,uncertain,,low,,,"Could be MNG Enterprises (media), MNG Holdings, or a local firm; PRESIDENT in Olivette MO with no resolved HQ gives no corroboration."
MPACT,uncertain,,low,,search returned no relevant results,"CEO in Greensboro, NC with no resolved HQ; many unrelated entities trade as MPACT and no source tied one to Greensboro."
MPI,uncertain,,low,,https://www.mpigroup.org/ and https://opencorporates.com/companies/us_tx/0102279900,"MPI maps to many real estate firms (MPI Group, MPI Properties Inc of Dallas, MPI Property Management); a Chicago REAL ESTATE donor with an Addison, TX HQ is internally inconsistent and corroborates none."
MREG,uncertain,,low,,no corroborated match,"EXECUTIVE in New York, NY with a New York resolved_hq is too generic to distinguish among the several real-estate-group initialisms MREG could denote."
MRJ,uncertain,,low,,,Three-letter initialism with no HQ resolved; a TRAVEL CONSULTANT in New York corroborates no specific organization.
MRM,uncertain,,low,,none,"New York PHYSICIAN donor; the best-known MRM is the McCann advertising agency, which the medical occupation contradicts rather than corroborates."
MSW,uncertain,,low,,,"MSW is most often the social-work degree, and as an employer it is ambiguous; REAL ESTATE INVESTOR-DEVELOPER in Tucson AZ with no resolved HQ corroborates no single firm."
MTL,uncertain,,low,,,Ambiguous acronym; ATTORNEY in Newport Beach CA with no resolved HQ does not identify a single law firm or company.
MTP,uncertain,,low,,,Generic acronym with many owners; DEALERSHIP RELATIONS in Charlotte NC with no resolved HQ is suggestive of an auto-industry vendor but corroborates no specific firm.
MUNDO,uncertain,,low,,,Common Spanish word used in many business names; RETIRED donor in Las Vegas NV with no resolved HQ provides no way to identify one organization.
MVDC,uncertain,,low,,No resolved HQ; single SALES donor in Danvers MA,"Four-letter initialism with many possible expansions (Merrimack Valley, Mill Valley, etc.) and only a generic SALES occupation to go on."
MVE,uncertain,,low,,,"Could be MVE + Partners (architecture, Irvine CA) among others, but a CEO in Beverly Hills CA with no resolved HQ does not corroborate a single candidate."
MVP,uncertain,,low,,,MVP could be MVP Health Care (Schenectady NY) or many others; donors in Auburndale MA and Bloomfield Hills MI with no resolved HQ corroborate none of them.
NAM,uncertain,,low,,"https://nam.org/about/ (trade association, not a fundraising employer in IL/MI)","The Washington, DC HQ fits National Association of Manufacturers, but donor occupations are FUNDRAISER / FUNDRAISING / DIRECTOR in Deerfield, IL and Grosse Pointe Woods, MI — a trade association does not corroborate, and NAM also denotes National Arbitration and Mediation and several Jewish nonprofits."
NAS,uncertain,,low,,,"Extremely ambiguous (NAS Investment Solutions, Naval Air Station, NAS Recruitment, etc.); REAL ESTATE in Los Angeles CA with no HQ does not single one out."
NBEC,uncertain,,low,,search returned no relevant results,"CEO in Smyrna, GA with no resolved HQ; search returned no organization matching NBEC in Georgia."
NCC,uncertain,,low,,no corroborating context in row; no single candidate identified,"Single MANAGER donor in Fairfax Station, VA and no resolved HQ; NCC matches dozens of organizations (NCC Group, National Council, Naval, community colleges) with nothing in the row to pick one."
NCCC,uncertain,,low,,,"Search surfaced only a Corvette-club usage in Owings Mills MD; no employer organization matched, and a bare MANAGER occupation corroborates nothing."
NDA,uncertain,,low,,no corroborated match,"REAL ESTATE in Boca Raton, FL with no resolved_hq; NDA is most readable as non-disclosure agreement and no matching employer could be identified."
NDP,uncertain,,low,,none,"Charlotte NC account executive with no HQ resolved; NDP could be NDP Group, an ad agency, or a party. No corroboration."
NEC,uncertain,,low,,,"NEC most commonly means the Japanese electronics corporation, which is not corroborated by a retired surgeon in Wellington FL, and the Irving TX resolved HQ points to yet another entity; no single candidate supported."
NETRTINGS,uncertain,,low,,https://www.crunchbase.com/organization/netratings,"Garbled string; nearest match NetRatings was a NY internet-audience firm absorbed into Nielsen by 2007, which does not corroborate a lone SF technologist donor and there is no resolved HQ."
NEWBROOK,uncertain,,low,,,"Newbrook is used by several unrelated entities (Newbrook Capital, Newbrook Partners); REAL ESTATE in Sherman Oaks CA with no resolved HQ does not single one out."
NEWCHEM,uncertain,,low,,,"Appears to be a coined company name rather than an acronym, and several unrelated chemical firms use it; CHAIRMAN in Irvine CA with no resolved HQ corroborates none."
NEWTECH,uncertain,,low,,no result — search budget exhausted,CEO/executive donor in Golden Beach FL with no resolved HQ; 'Newtech' is a generic trade name used by many unrelated firms.
NFI,uncertain,,low,,"https://www.nfiindustries.com/ — ""NFI Industries"", Camden, NJ; site publishes no expansion of the initials","An OWNER in Dallas, TX does not corroborate the family-owned Camden, NJ logistics firm the AI HQ guessed, and NFI has no published expansion even if it did."
NGM,uncertain,,low,,none,"RETIRED donor in Norfolk VA with no HQ; NGM matches NGM Insurance, NGM Bio and National Geographic Magazine - nothing distinguishes them."
NJY,uncertain,,low,,,No organization matching NJY found in or near Plainview NY; a lone CEO occupation offers no corroboration.
NLE,uncertain,,low,,,"Single DIRECTOR donor in Winnetka IL with no resolved_hq; could not obtain a search result (budget exhausted) and NLE has many expansions, so no candidate is corroborated."
NMG,uncertain,,low,,none,"New York MEDIA donor, no HQ resolved; NMG fits Neiman Marcus Group, National Media Group and others with no corroboration."
NNONE,uncertain,,low,,,"Almost certainly data junk — a mangled 'NONE' entry rather than a real employer; a RETIRED donor supports that reading, and no organization exists to expand."
NORTEX,uncertain,,low,,no corroborated match,"PRESIDENT in Dallas, TX suggests a North Texas firm, but multiple unrelated Nortex companies exist and no resolved_hq narrows it."
NOSVA,uncertain,,low,,none,Beverly Hills CA OWNER with no HQ resolved; NOSVA matches no identifiable organization.
NRT,uncertain,,low,,https://en.wikipedia.org/wiki/NRT_(company),"Search found NRT = National Realty Trust, a residential brokerage (rebranded Realogy Brokerage Group 2020, HQ Madison NJ); donor occupation is RETIRED in Dallas TX, which corroborates nothing, and the NY hq has no address_source."
NSI,uncertain,,low,,none,New York OWNER with a mismatched Jacksonville FL HQ; NSI matches dozens of firms and nothing narrows it.
NSSD,uncertain,,low,,"https://www.nssd112.org/about/we-are-112 (serves Highland Park/Highwood, not Wilmette)","Illinois TEACHER in Wilmette points to a North Shore district, but Wilmette itself is District 39 / New Trier, while NSSD 112 serves Highland Park-Highwood; also collides with Northshore SD (WA). No single corroborated match."
NTR,uncertain,,low,,https://en.wikipedia.org/wiki/NTR_plc ; https://nterica.com/ (neither matches SF),"Searches surfaced only NTR plc (Dublin renewables), Nterica Bio (San Diego) and NTR Metals — none match a San Francisco HQ with SCIENCE/SCIENTIST donors, so no single organization is corroborated."
NVE,uncertain,,low,,experiencenve.com returned HTTP 403; no other source reachable,"MARKETING occupation in Los Angeles CA points toward an experience/events agency, but I could not reach any source to confirm, and the Jacksonville FL resolved_hq contradicts an LA agency reading."
NWH,uncertain,,low,,,"Searched but found nothing tying NWH to Englewood, NJ; plausible candidates (Northern Westchester Hospital, Newton-Wellesley Hospital) are in other states and no HQ was resolved to corroborate."
NYBCOICF,uncertain,,low,,no corroborating source found,Eight-letter opaque string with a generic MANAGER occupation in Bayside NY and no resolved HQ; nothing to corroborate any candidate organization.
NYPW,uncertain,,low,,no corroborating source found,Opaque initialism; a PHYSICIAN in New Rochelle NY is consistent with several possible NY practice names and no resolved HQ narrows it.
NYRFP,uncertain,,low,,no corroborating source found,Opaque five-letter string; LENDING occupation in New York NY and no resolved HQ give no way to single out one organization among many possible readings.
O.S.G,uncertain,,low,,"WebSearch ""OSG company Torrance California"" — https://osgtool.com/contact-us/ shows St. Charles IL HQ and Placentia CA service center, no Torrance site","Searched; the OSG cutting-tool maker's US sites are St. Charles IL and Placentia CA, not Torrance CA, and Overseas Shipholding Group is NYC/Tampa. Neither is corroborated by the Mahwah NJ / Waxhaw NC donors with generic MANAGER/RETIRED occupations."
OFTEN,uncertain,,low,,no corroborating source found,"An ordinary English word, not an acronym; a CARDIOLOGY donor in Las Vegas NV gives no corroboration for any organization. Most likely FEC free-text junk."
OHS,uncertain,,low,,no corroborated match,"ATTORNEY in Santa Monica, CA weakly suggests Orrick Herrington & Sutcliffe, but that firm trades as ""Orrick"" and OHS equally denotes occupational health services or a high school; no HQ to disambiguate."
OMG,uncertain,,low,,no corroborated match,"ATTORNEY in Lawrence, NY does not fit Omnicom Media Group, the main public OMG, and no resolved_hq exists to identify a law firm using those initials."
PAM,uncertain,,low,,no corroborating source found,Reads as a given name or a generic three-letter initialism; a STRATEGY CONSULTANT in Aventura FL with no resolved HQ gives nothing to corroborate.
PARDES,uncertain,,low,,no corroborating source found,Pardes is a Hebrew word used by several Jewish educational and financial organizations; an EXECUTIVE donor in White Plains NY with a New York NY HQ does not distinguish among them.
PARRAGON,uncertain,,low,,no corroborating source found,A coined/variant spelling used as a trading name by several unrelated firms; a RETIRED donor in Suffern NY against an Irvine CA HQ with no address source offers no corroboration.
PAS,uncertain,,low,,,"Three-letter acronym with dozens of meanings, no resolved HQ, and ACCOUNTANT/RETIRED in Atlantic Beach, NY offers no corroboration."
PBS&J,uncertain,,low,,Wikipedia search returned no PBSJ article; SEC EDGAR 403; search engines blocked,"Likely the Post Buckley Schuh & Jernigan engineering firm (RETIRED donor in West Palm Beach FL fits its Florida base), but I could not confirm it against any real fetched source - Wikipedia has no article and search engines were unavailable, so I will not expand on memory alone."
PCDM,uncertain,,low,,"search for PCDM endodontist New Rochelle NY returned no matching practice (New Rochelle Endodontics, Westchester Putnam Endodontics, etc. only)","ENDODONTIST donor in New Rochelle, NY, but no dental practice branded PCDM appears in New Rochelle; searches returned only unrelated local endodontic practices."
PCI,uncertain,,low,,none — no corroborating result obtained,No resolved HQ; SALES / SELF-EMPLOYED in the Detroit area does not corroborate any of the very many PCI organizations.
PDI,uncertain,,low,,,"A single PRESIDENT donor in Austin, TX with a Houston HQ; PDI matches many firms (pharma, retail software, engineering) and nothing narrows it."
PDIQ,uncertain,,low,,,"FOUNDER in San Diego, CA with no HQ; likely a small startup with no corroborated public expansion."
PENOSCOT,uncertain,,low,,"resolved_hq Portland, ME only; no donor corroboration","Appears to be a misspelling of Penobscot, and the Portland ME resolved HQ fits a Maine entity, but the donor is RETIRED in Palm Beach FL with no occupation — Penobscot Shoe, Penobscot Bay Media and Penobscot Investment Management are all plausible with nothing to choose between them."
PFA,uncertain,,low,,,"Single RETIRED donor in Boca Raton, FL with no HQ or occupation signal; PFA has dozens of expansions and none is corroborated."
PFP,uncertain,,low,,No resolved HQ; single BUSINESS OWNER donor in Westport CT,"PFP commonly expands to Personal Financial Planning, Private Family Partners and many small LLCs; a business owner in Westport gives no distinguishing signal."
PGP,uncertain,,low,,,"BENEFITS CONSULTANT in Rockville Centre, NY, no HQ; PGP has many meanings (encryption, partnerships, practice groups) with nothing corroborating one."
PHCA,uncertain,,low,,,"PEDIATRICIAN in Tampa, FL suggests a pediatric group, but the candidate domains are dead/parked and no live source confirms a specific PHCA in Tampa."
PHILSON,uncertain,,low,,https://www.philsonltd.com/about-us ; https://www.bloomberg.com/profile/company/0163706D:US,Search surfaced only Philson Inc (metal anodizing) and Philson Ltd (a Canadian contractor); neither is corroborated by a RETIRED donor in Jupiter FL with no resolved_hq.
PHM,uncertain,,low,,no corroborating context in the row,"No occupation and no resolved HQ, only Bethesda MD; PHM maps to PulteGroup (ticker PHM), Population Health Management, Penn Highlands and others with no corroboration."
PIM,uncertain,,low,,,"INVESTMENT/REAL ESTATE donors in Pacific Palisades, CA with no HQ; PIM fits many investment-management shops and nothing identifies one."
PINNACLE,uncertain,,low,,no single organization identified from row context,"ATTORNEY/COUNSEL donors in New York, NY with a New York HQ, but 'Pinnacle' is used by many unrelated firms; cannot confirm whether this is the complete trading name or a truncation."
PIVOTSP,uncertain,,low,,no corroborating source found,"RECRUITER in Great Neck NY suggests a search/staffing firm (possibly 'Pivot Search Partners'), but no public source confirms the expansion and there is no resolved HQ to corroborate."
PLEXI,uncertain,,low,,"search attempted for ""Plexi consulting Los Angeles legal consulting firm"" but the session's web-search budget was exhausted; no corroborating source obtained",CONSULTANT and LEGAL/CONSULTING donors in Los Angeles CA with no resolved_hq. Could not identify a Los Angeles firm named Plexi; likely a small private consultancy.
PMB,uncertain,,low,,no result — search budget exhausted,"Design consultant in Santa Monica CA, no resolved HQ; PMB could be initials of a person's own firm or any of several companies."
PMG,uncertain,,low,,"No resolved HQ; two Los Angeles-area donors, ENGINEER / RETIRED","PMG is a very common initialism (Property Management Group, Precision Medicine Group, PMG Digital, etc.) and an engineer in Encino/LA does not single one out."
PML,uncertain,,low,,,"CEO in Mamaroneck, NY with no HQ; PML has many expansions and nothing in the row corroborates one."
PMP,uncertain,,low,,,"Three-letter acronym with many meanings (and also a common certification); no resolved HQ, and CEO in Greensboro, NC is not enough to identify one organization."
PMSCO,uncertain,,low,,no corroborating HQ in the row,"REAL ESTATE occupation in San Diego CA but no resolved HQ; PMSCO matches a Pennsylvania dental supply firm and various property-management companies, and search budget was exhausted before disambiguation."
POH,uncertain,,low,,no result — search budget exhausted,Real estate donor in Aventura FL with no resolved HQ; POH has many possible expansions and none is corroborated.
PPI,uncertain,,low,,no result — Bing fallback returned unrelated content after budget exhaustion,Management/manager donors in Brooklyn NY with no resolved HQ; PPI is one of the most overloaded acronyms and nothing narrows it.
PPLA,uncertain,,low,,plannedparenthood.org page returned 403; no confirming source,CONSULTANT in Los Angeles CA; Planned Parenthood Los Angeles is plausible on geography alone but the official page could not be fetched and a generic consultant title is weak corroboration against other PPLA entities.
PRA,uncertain,,low,,No corroborating source; RETIRED donor in Birmingham AL against a New York HQ,"PRA maps to PRA Health Sciences, PRA Group, PRA International and many others; a retired donor gives no occupational signal and the location split undercuts the resolved HQ."
PREF,uncertain,,low,,no corroborating context in the row,"RETIRED donor in Englewood NJ, no resolved HQ; PREF could be a private real estate fund, a preferred-equity vehicle, or an abbreviation artifact — nothing corroborates a single entity."
PRODUCER,uncertain,,low,,Not an acronym or an organization name; donor occupation is LAWYER / RETIRED,"This is a job description filed in the employer field, not a company, so there is no expansion — it needs cleanup rather than a full name."
PSCC,uncertain,,low,,none — no corroborating result obtained,No resolved HQ and a RETIRED donor in Shoreline WA gives no occupational signal to choose among many PSCC organizations.
PSG,uncertain,,low,,no corroborating search result obtained,"PSG is used by dozens of firms (PSG Equity, PSG Global, Professional Services Group); PRESIDENT/REAL ESTATE across Austin, Baltimore and Boca Raton with a Baltimore HQ corroborates no single one."
PSS,uncertain,,low,,no corroborating source found,CEO in Annapolis MD with no resolved HQ; PSS maps to dozens of organizations and the generic executive title provides no disambiguating signal.
PTG,uncertain,,low,,no result — search budget exhausted,Business-owner donors in Houston and Sugar Land TX with no resolved HQ; PTG is likely a closely held company with no verifiable public expansion.
PWH,uncertain,,low,,none — no corroborating result obtained,No resolved HQ; HEALTHCARE occupation in West Hartford CT is suggestive but corroborates no specific named PWH organization.
PWRFL,uncertain,,low,,,"Vowel-less stylization with no resolved HQ; an ATTORNEY on Mercer Island WA corroborates no identifiable firm, and my search budget was exhausted before verifying."
QACC,uncertain,,low,,no corroborating source found,OPERATOR in Lido Beach NY with no resolved HQ; QACC has no dominant referent and nothing in the donor context narrows it.
QIOSK.COM,uncertain,,low,,"https://www.bloomberg.com/profile/company/0152892D:US — Qiosk.Com, Corp., founded 1999, New York City, no longer active","The only Qiosk.com Corp on record was a New York City online-article portal, now defunct; the donor is RETIRED in Allentown, PA with no resolved HQ, so nothing corroborates the match."
RAC,uncertain,,low,,no result — search budget exhausted,"Physician donors in Clearwater FL with a Palm Harbor FL HQ point to a local medical practice, but RAC is a very common acronym and no specific organization was verified."
RAH,uncertain,,low,,none — no corroborating result obtained,No resolved HQ; PHYSICIAN donors in Fort Lauderdale suggest a local medical practice but no single organization is corroborated.
RAMS,uncertain,,low,,no corroborating source found,"Doctor in Harrison NY with a Los Angeles HQ; RAMS matches many unrelated entities (LA nonprofit, university athletics, engineering firms) and neither the medical occupation nor the NY/LA split corroborates a single one."
RAS,uncertain,,low,,,"ATTORNEY in Boca Raton, FL with no HQ; RAS matches multiple law firms and unrelated entities with nothing to disambiguate."
RAYVID,uncertain,,low,,,"Could not obtain a search result (budget exhausted, fallback engines CAPTCHA-blocked); appears to be a surname-based self-employed entity given CEO/FOUNDER/SELF-EMPLOYED in Seattle with no resolved_hq, but unverified."
RBS,uncertain,,low,,none — no corroborating result obtained,No resolved HQ and a RETIRED donor gives zero occupational signal; RBS could be Royal Bank of Scotland or any local firm.
RCBM,uncertain,,medium,,https://npiregistry.cms.hhs.gov/api/?version=2.1&organization_name=RCBM* -> result_count 0,"NPI registry organization search for RCBM returned zero results, so nothing corroborates the Bloomfield Hills MI physician context."
RCG,uncertain,,low,,no corroborating source found,CEO in Greenwich CT with no resolved HQ; RCG matches many investment and consulting firms and the generic executive title provides no disambiguation.
RECOM,uncertain,,low,,"https://www.linkedin.com/company/recomco/ (unrelated, not Spokane); Spokane searches returned nothing matching",No Spokane WA organization named RECOM could be found; the only hit was an unrelated Amazon-optimization firm. MERCHANT / DIVISION PRESIDENT gives no disambiguating signal.
REMEDY,uncertain,,low,,no corroborating source found,"DOCTOR in Grand Rapids MI with no resolved HQ; Remedy matches several unrelated healthcare, staffing, and software companies with no corroborating detail."
RENTIERT,uncertain,,low,,no corroborating source found,BOOKBINDER in El Cerrito CA; 'Rentiert' derives from the German for pensioner/retired and is most likely a self-employment or status artifact rather than a company acronym.
RESIDENT,uncertain,,low,,no corroborating source found,"CEO in Encino CA with no resolved HQ; 'Resident' is an ordinary English word that may be a real company (e.g. Resident Home) or a data artifact, with nothing to disambiguate."
RESURGENS,uncertain,,low,,"https://www.resurgens.com/about-us (orthopaedics, Atlanta) vs. Atlanta PE firm Resurgens — occupations split","Two distinct Atlanta organizations fit different donors in the same row: Resurgens Orthopaedics (MEDICAL DOCTOR, RETIRED) and Resurgens Capital (OPERATING PARTNER). Context does not corroborate one single organization."
RET,uncertain,,low,,no corroborating source found,"GERIATRIC SOCIAL WORKER in Houston TX; 'RET' is almost certainly a truncated 'RETIRED' status entry rather than an employer acronym, so no expansion applies."
REV,uncertain,,low,,none — no corroborating result obtained,"No resolved HQ; ACCOUNTANT in Tenafly NJ gives no signal, and REV is likely a truncated employer string."
REVV,uncertain,,low,,none — no corroborating result obtained,"Several unrelated companies trade as Revv (fundraising platform, car rental, auto-service); Boise ID HQ with a Santa Clarita CA product officer corroborates none of them."
RFA,uncertain,,medium,,no corroborating result,"RFA could be Richard Fleischman & Associates, Renewable Fuels Association, or others; MANAGING DIRECTOR in Calabasas CA with no resolved HQ corroborates none."
RFG,uncertain,,medium,,no corroborating result,RFG matches many insurance and financial groups; INSURANCE AGENT in Evanston IL with no resolved HQ does not select one.
RHH,uncertain,,low,,no corroborating source found,IMPORTERS in Palm Beach Gardens FL with no resolved HQ; RHH matches many unrelated firms and the import trade context corroborates none specifically.
RJCC,uncertain,,medium,,no corroborating result,RJCC could be any of several Jewish community centers or unrelated firms; MANAGER in Los Angeles with no resolved HQ does not select one.
RLH,uncertain,,low,,No corroborating source; row has an Irvine CA donor against a Denver CO AI-resolved HQ,"Generic three-letter finance initials, and the donor location (Irvine CA) conflicts with the resolved Denver HQ, so nothing points to one organization."
ROC,uncertain,,low,,,"CHIEF CAPITAL MARKETS OFFICER in White Plains NY hints at a real estate lender, but there is no resolved_hq and many organizations use ROC; no search result obtained to corroborate a single candidate."
ROCHESTER,uncertain,,low,,none,"A place name, not an acronym — could be University of Rochester, City of Rochester, or Rochester Regional Health; blank occupation and HQ give nothing to corroborate."
ROL&M,uncertain,,low,,"Search for ROL&M law firm in the Aptos/Santa Cruz CA area returned no matching firm (only Rossi, Hamerslough, Reischl & Chuck = RHRC, which does not fit)","Ampersand initials suggest a partner-named law firm matching the ATTORNEY occupation, but no firm with these initials could be identified and there is no resolved HQ to corroborate."
RPB,uncertain,,low,,https://www.rpblaw.com/ and https://rpblawfirm.com/,"Two plausible Beverly Hills-area law firms surfaced (Resch Polster Berger at rpblaw.com, and RPB Law Firm); an ATTORNEY in Beverly Hills fits both, and both already trade as 'RPB'."
RPC,uncertain,,low,,,"Atlanta hq would fit RPC Inc (oilfield services), but the donors are a DEVELOPER and OFFICE worker in Leawood KS and Miami Beach FL, which contradicts rather than corroborates; multiple RPC entities exist."
RPK,uncertain,,low,,No search performed after budget exhaustion; three-letter initials with no resolved HQ,"LA real-estate developer initials, most likely a principal's own initials-named LLC, but nothing corroborates a single organization and no HQ was resolved."
RPMS,uncertain,,low,,no result — search budget exhausted,Business-consulting/retired donors in Northbrook and Wilmette IL with no resolved HQ; no candidate organization could be corroborated.
RPS,uncertain,,medium,,no corroborating result,"RPS could be Risk Placement Services (Illinois, matching the Chicago resolved_hq) or many others, but a RETIRED donor in Scottsdale AZ gives no occupational corroboration."
RRC,uncertain,,low,,none — no corroborating result obtained,"RRC has many expansions (Range Resources, Railroad Commission, Rural Rental Corp); FINANCE occupation in LA with Santa Monica HQ does not single out one organization."
RRT,uncertain,,low,,no corroborating search result obtained,"GENERAL MANAGER / REAL ESTATE in Chestnut Hill, MA with no HQ; RRT collides with Registered Respiratory Therapist and many small firms, with no corroboration."
RSF,uncertain,,medium,,no corroborating result,RSF matches RSF Social Finance and many small firms; CEO in Sherman Oaks CA with no resolved HQ corroborates none.
RSI,uncertain,,medium,,no corroborating result,RSI has dozens of referents; a RETIRED donor in Lakewood NJ against a Rolling Meadows IL resolved_hq is not enough to corroborate any single one.
RUSH,uncertain,,medium,,context contradicts the Chicago Rush University guess,"The ai-resolved Chicago HQ suggests Rush University, but the donor is an ATTORNEY in San Antonio TX - occupation and place contradict that, and Rush is also a common surname law firm."
RVP,uncertain,,low,,no single candidate corroborated; likely a small private investment firm with no public profile,RVP has no dominant referent and commonly abbreviates a job title (Regional Vice President); Northbrook IL HQ with generic INVESTMENT ADVISOR / INVESTMENTS occupations corroborates no specific firm.
SADZ,uncertain,,low,,no search performed (session web-search budget exhausted); no HQ and no distinctive context to disambiguate,"ATTORNEY and REAL ESTATE donors in Allenhurst NJ and New York NY, no resolved_hq. SADZ reads like initials of a small partnership or family entity; no public organization identified."
SALTESH,uncertain,,low,,none,"Opaque coined name, likely a small private entity; RETIRED donor in Stamford CT with no HQ and no findable organization."
SBLF,uncertain,,low,,none — search unavailable,"Likely a Michigan law firm's initials given ATTORNEY in Farmington Hills MI, but WebSearch budget was exhausted and search frontends returned 403, so no candidate could be established."
SCHUYLER,uncertain,,low,,,"A place/surname used by many firms, no resolved HQ, and a RETIRED donor in Aventura, FL provides no corroborating signal."
SCIENTIST,uncertain,,low,,none,"Not an employer name — an occupation value that leaked into the employer field (RETIRED donor, San Diego CA); needs data cleanup rather than expansion."
SCP,uncertain,,low,,none,"PSYCHIATRIST in Providence RI hints at a medical practice, but SCP maps to many entities (SCP Health, SCP Pool, local partnerships) and blank HQ gives no corroboration."
SCS,uncertain,,low,,none,"Overloaded acronym (SCS Engineers, SCS Global, Sun Chemical Systems); COMPUTER PROGRAMMER in Bethlehem PA with blank HQ does not disambiguate."
SDA,uncertain,,low,,none — search unavailable,"DENTIST in Columbia SC suggests a dental association, but the South Carolina body is styled SCDA not SDA; could equally be a private practice's initials. No corroborating source obtainable."
SDG,uncertain,,low,,,"PHYSICIAN in CEDARHURST, NY with no resolved HQ; SDG maps to many organizations and nothing here narrows it to one."
SEF,uncertain,,low,,not searched (web search budget exhausted),"Attorney/investor donors spread across NY, FL and MI with no resolved HQ; SEF maps to dozens of organizations with nothing to discriminate."
SEL,uncertain,,low,,,"Donors span lawyer, nursing home and physician across NJ, MA and CA with no HQ; three-letter acronym with no converging context."
SELG,uncertain,,low,,no corroborating context in row; no organization established,No resolved HQ; a REAL ESTATE DEVELOPER in Tarzana CA suggests private LLC initials with no discoverable public expansion.
SELT,uncertain,,low,,no corroborating context in row; no organization established,"No resolved HQ and only INVESTOR/RETIRED donors in North Miami Beach FL; SELT could be a land trust, an acronym, or private initials — nothing corroborates a single organization."
SEPF,uncertain,,low,,none — search unavailable,"ATTORNEY in Boca Raton FL suggests a law firm's partner initials, but no candidate could be verified — WebSearch budget was exhausted and all search frontends returned 403."
SFHI,uncertain,,low,,none — search unavailable,MEDICAL DOCTOR in North Miami Beach FL against a Costa Mesa CA HQ is an odd pairing and no single healthcare organization could be identified; search frontends were blocked.
SFSS,uncertain,,low,,,Donors split between Boca Raton FL and San Francisco CA with no resolved HQ and generic doctor/administration occupations; several organizations use SFSS and nothing disambiguates.
SGC,uncertain,,low,,No resolved HQ; single CEO donor in Seminole FL,"SGC could be Sunrise Growers, SGC Foodservice, Scientific Games Corp or a private holding company; a bare CEO title with no HQ corroborates none."
